Sampling_Date,SampleTrackerNo,Year,Month,Season,Operator,co2_treatment,Ring,Block,Collar_Unique_ID,ch4_flux,ch4_mdf,co2_flux,co2_mdf,n2o_flux,n2o_mdf,Sampling_Date_tz
2014-05-02,5360.0,2014,Feb,Summer,Loic,Ambient,6,3,6.5,-94.96799999999999,36.856,130.497,4.2219999999999995,0.5,4.377,2014-05-02 00:00:00+10:00
2014-05-02,5361.0,2014,Feb,Summer,Jasmine,Ambient,6,3,6.6,-24.901999999999997,10.134,189.02700000000002,4.007,10.459000000000001,4.154,2014-05-02 00:00:00+10:00
2014-05-02,5362.0,2014,Feb,Summer,Loic,Ambient,6,3,6.7,-39.342,10.091000000000001,113.88799999999999,3.99,-0.16699999999999998,4.136,2014-05-02 00:00:00+10:00
2014-06-08,8207.0,2014,Aug,Winter,Chris,Elevated,1,1,1.0,-6.935,10.475999999999999,41.033,4.1419999999999995,9.339,4.294,2014-06-08 00:00:00+10:00
2014-06-08,8208.0,2014,Aug,Winter,Chris,Elevated,1,1,1.1,-17.055999999999997,10.078,30.538,3.985,6.877999999999999,4.131,2014-06-08 00:00:00+10:00
2014-06-08,8209.0,2014,Aug,Winter,Chris,Elevated,1,1,1.2,-20.795,9.777000000000001,43.727,3.866,0.18100000000000002,4.008,2014-06-08 00:00:00+10:00
2014-06-08,8210.0,2014,Aug,Winter,Chris,Elevated,1,1,1.4,-11.484000000000002,10.398,31.664,4.111000000000001,7.982,4.262,2014-06-08 00:00:00+10:00
2014-06-08,8211.0,2014,Aug,Winter,Chris,Elevated,1,1,1.5,-17.76,10.474,33.063,4.141,4.678999999999999,4.293,2014-06-08 00:00:00+10:00
2014-06-08,8212.0,2014,Aug,Winter,Chris,Elevated,1,1,1.6,-24.84,11.0,64.687,4.35,6.199,4.5089999999999995,2014-06-08 00:00:00+10:00
2014-06-08,8213.0,2014,Aug,Winter,Chris,Elevated,1,1,1.7,-20.275,10.254000000000001,3.335,4.053999999999999,2.416,4.203,2014-06-08 00:00:00+10:00
2014-06-08,8214.0,2014,Aug,Winter,Loic,Ambient,2,1,2.0,-15.415999999999999,10.582,34.351,4.184,6.392,4.338,2014-06-08 00:00:00+10:00
2014-06-08,8215.0,2014,Aug,Winter,Loic,Ambient,2,1,2.1,-9.826,10.44,50.378,4.128,-1.246,4.279,2014-06-08 00:00:00+10:00
2014-06-08,8216.0,2014,Aug,Winter,Loic,Ambient,2,1,2.2,-10.884,9.647,27.291,3.8139999999999996,0.695,3.9539999999999997,2014-06-08 00:00:00+10:00
2014-06-08,8217.0,2014,Aug,Winter,Loic,Ambient,2,1,2.3,-13.325,10.636,31.89,4.206,-9.009,4.36,2014-06-08 00:00:00+10:00
2014-06-08,8218.0,2014,Aug,Winter,Loic,Ambient,2,1,2.5,-13.015,10.705,28.17,4.2330000000000005,8.338,4.388,2014-06-08 00:00:00+10:00
2014-06-08,8219.0,2014,Aug,Winter,Loic,Ambient,2,1,2.6,-13.228666666666664,10.420833333333333,39.58716666666666,4.120500000000001,2.2878333333333334,4.2715000000000005,2014-06-08 00:00:00+10:00
2014-06-08,8220.0,2014,Aug,Winter,Loic,Ambient,2,1,2.7,-16.906,10.515,65.443,4.158,8.557,4.31,2014-06-08 00:00:00+10:00
2014-06-08,8221.0,2014,Aug,Winter,Loic,Ambient,3,2,3.0,-37.109500000000004,10.345166666666668,32.255833333333335,4.0906666666666665,2.089166666666666,4.240666666666667,2014-06-08 00:00:00+10:00
2014-06-08,8222.0,2014,Aug,Winter,Loic,Ambient,3,2,3.1,-41.998000000000005,10.102,41.233999999999995,3.995,7.306,4.141,2014-06-08 00:00:00+10:00
2014-06-08,8223.0,2014,Aug,Winter,Loic,Ambient,3,2,3.2,-29.476999999999997,10.626,36.449,4.202,34.11,4.356,2014-06-08 00:00:00+10:00
2014-06-08,8224.0,2014,Aug,Winter,Loic,Ambient,3,2,3.4,-32.503,10.493,38.281,4.149,-2.215,4.301,2014-06-08 00:00:00+10:00
2014-06-08,8225.0,2014,Aug,Winter,Loic,Ambient,3,2,3.5,-32.762,10.4,25.676,4.112,-8.876,4.263,2014-06-08 00:00:00+10:00
2014-06-08,8226.0,2014,Aug,Winter,Loic,Ambient,3,2,3.6,-51.035,10.319,19.06,4.08,-13.411,4.23,2014-06-08 00:00:00+10:00
2014-06-08,8227.0,2014,Aug,Winter,Loic,Ambient,3,2,3.7,-34.882,10.131,32.835,4.006,-4.379,4.1530000000000005,2014-06-08 00:00:00+10:00
2014-06-08,8228.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.0,-29.825,10.648,55.916000000000004,4.21,-4.151,4.365,2014-06-08 00:00:00+10:00
2014-06-08,8229.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.1,-17.445,10.940999999999999,64.27600000000001,4.3260000000000005,0.6409999999999999,4.485,2014-06-08 00:00:00+10:00
2014-06-08,8230.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.3,-21.513,9.908999999999999,20.768,3.918,2.571,4.062,2014-06-08 00:00:00+10:00
2014-06-08,8231.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.4,-31.365,10.485999999999999,28.901999999999997,4.146,6.981,4.298,2014-06-08 00:00:00+10:00
2014-06-08,8232.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.5,-21.383000000000003,10.482999999999999,27.24,4.145,-4.697,4.297,2014-06-08 00:00:00+10:00
2014-06-08,8233.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.6,-28.808000000000003,11.071,52.015,4.377,-1.5190000000000001,4.538,2014-06-08 00:00:00+10:00
2014-06-08,8234.0,2014,Aug,Winter,Jasmine,Elevated,4,2,4.7,-79.452,33.884,56.62,3.8819999999999997,3.285,4.024,2014-06-08 00:00:00+10:00
2014-06-08,8235.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.0,-38.57,10.052999999999999,14.205,3.975,4.899,4.121,2014-06-08 00:00:00+10:00
2014-06-08,8236.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.1,-42.089,10.238,17.565,4.048,-3.569,4.197,2014-06-08 00:00:00+10:00
2014-06-08,8237.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.2,-47.805,10.468,35.677,4.138999999999999,-1.2570000000000001,4.291,2014-06-08 00:00:00+10:00
2014-06-08,8238.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.3,-26.796,10.550999999999998,32.353,4.172,-13.43,4.325,2014-06-08 00:00:00+10:00
2014-06-08,8239.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.4,-33.579,10.703,33.789,4.232,5.744,4.387,2014-06-08 00:00:00+10:00
2014-06-08,8240.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.5,-29.02,10.126,38.91,4.004,1.587,4.151,2014-06-08 00:00:00+10:00
2014-06-08,8241.0,2014,Aug,Winter,Jasmine,Elevated,5,3,5.6,-26.848000000000003,10.622,32.175,4.2,-5.257999999999999,4.354,2014-06-08 00:00:00+10:00
2014-06-08,8242.0,2014,Aug,Winter,Chris,Ambient,6,3,6.1,-35.482,10.392999999999999,58.847,4.11,14.51,4.26,2014-06-08 00:00:00+10:00
2014-06-08,8243.0,2014,Aug,Winter,Chris,Ambient,6,3,6.2,-19.99,10.284,66.39399999999999,4.066,-1.99,4.215,2014-06-08 00:00:00+10:00
2014-06-08,8244.0,2014,Aug,Winter,Chris,Ambient,6,3,6.3,-102.921,34.346,24.226,3.935,-4.811,4.079,2014-06-08 00:00:00+10:00
2014-06-08,8245.0,2014,Aug,Winter,Chris,Ambient,6,3,6.4,-70.44800000000001,36.196,33.184,4.147,-0.263,4.2989999999999995,2014-06-08 00:00:00+10:00
2014-06-08,8246.0,2014,Aug,Winter,Chris,Ambient,6,3,6.5,-33.356,10.677999999999999,57.782,4.2219999999999995,1.3630000000000002,4.377,2014-06-08 00:00:00+10:00
2014-06-08,8247.0,2014,Aug,Winter,Chris,Ambient,6,3,6.6,-18.021,10.13,41.067,4.006,0.631,4.152,2014-06-08 00:00:00+10:00
2014-06-08,8248.0,2014,Aug,Winter,Chris,Ambient,6,3,6.7,-45.258,10.074,33.053000000000004,3.983,5.7010000000000005,4.13,2014-06-08 00:00:00+10:00
2014-06-17,6735.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.0,7.172000000000001,10.557,180.515,4.1739999999999995,3.3369999999999997,4.327,2014-06-17 00:00:00+10:00
2014-06-17,6736.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.1,7.057,10.145,181.045,4.011,0.682,4.159,2014-06-17 00:00:00+10:00
2014-06-17,6737.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.2,-8.585,9.899,205.62,3.9139999999999997,4.731,4.058,2014-06-17 00:00:00+10:00
2014-06-17,6738.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.4,-9.881,10.478,190.928,4.143,7.081,4.295,2014-06-17 00:00:00+10:00
2014-06-17,6739.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.5,-17.384,10.595,186.00799999999998,4.189,8.297,4.343,2014-06-17 00:00:00+10:00
2014-06-17,6740.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.6,-21.573,11.144,180.614,4.406000000000001,10.347000000000001,4.5680000000000005,2014-06-17 00:00:00+10:00
2014-06-17,6741.0,2014,Jun,Autumn,Loic,Elevated,1,1,1.7,-5.455,10.345,233.57,4.091,8.802999999999999,4.2410000000000005,2014-06-17 00:00:00+10:00
2014-06-17,6742.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.0,-16.921,10.595999999999998,198.06599999999997,4.19,12.450999999999999,4.343,2014-06-17 00:00:00+10:00
2014-06-17,6743.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.1,1.729,10.503,259.874,4.1530000000000005,4.732,4.305,2014-06-17 00:00:00+10:00
2014-06-17,6744.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.2,-14.045,9.712,150.28799999999998,3.84,6.928999999999999,3.9810000000000003,2014-06-17 00:00:00+10:00
2014-06-17,6745.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.3,-3.741,10.727,230.176,4.242,9.948,4.397,2014-06-17 00:00:00+10:00
2014-06-17,6746.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.5,-16.589000000000002,10.755999999999998,150.95,4.253,2.033,4.409,2014-06-17 00:00:00+10:00
2014-06-17,6747.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.6,-7.8211666666666675,37.04,212.09783333333334,14.645999999999999,8.723,15.183,2014-06-17 00:00:00+10:00
2014-06-17,6748.0,2014,Jun,Autumn,Chris,Ambient,2,1,2.7,2.64,10.583,283.233,4.185,16.245,4.338,2014-06-17 00:00:00+10:00
2014-06-17,6749.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.0,15.239,10.181000000000001,-30.843000000000004,4.025,0.276,4.173,2014-06-17 00:00:00+10:00
2014-06-17,6750.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.1,-66.385,9.926,46.043,3.925,1.0128333333333333,4.069,2014-06-17 00:00:00+10:00
2014-06-17,6751.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.2,-13.835999999999999,10.495,178.582,4.15,3.947,4.302,2014-06-17 00:00:00+10:00
2014-06-17,6752.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.4,-18.768,10.462,222.30700000000002,4.137,3.572,4.288,2014-06-17 00:00:00+10:00
2014-06-17,6753.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.5,-10.035,10.370999999999999,198.56799999999998,4.101,3.3789999999999996,4.251,2014-06-17 00:00:00+10:00
2014-06-17,6754.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.6,-33.716,10.232999999999999,216.048,4.046,-2.404,4.195,2014-06-17 00:00:00+10:00
2014-06-17,6755.0,2014,Jun,Autumn,Chris,Ambient,3,2,3.7,-32.452,10.011000000000001,169.445,3.958,-2.693,4.103,2014-06-17 00:00:00+10:00
2014-06-17,6756.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.0,-14.55,10.616,249.976,4.197,6.626,4.351,2014-06-17 00:00:00+10:00
2014-06-17,6757.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.1,-3.242,10.989,259.158,4.345,7.251,4.505,2014-06-17 00:00:00+10:00
2014-06-17,6758.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.3,-6.0729999999999995,9.932,185.209,3.927,9.15,4.071000000000001,2014-06-17 00:00:00+10:00
2014-06-17,6759.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.4,-11.095,10.534,175.83700000000002,4.165,-1.536,4.3180000000000005,2014-06-17 00:00:00+10:00
2014-06-17,6760.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.5,-18.776,10.491,243.609,4.148,15.58,4.3,2014-06-17 00:00:00+10:00
2014-06-17,6761.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.6,-19.36,11.061,249.168,4.374,8.064,4.534,2014-06-17 00:00:00+10:00
2014-06-17,6762.0,2014,Jun,Autumn,Loic,Elevated,4,2,4.7,-4.022,9.876,198.108,3.905,2.9189999999999996,4.048,2014-06-17 00:00:00+10:00
2014-06-17,6763.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.0,-29.77,9.997,170.61900000000003,3.9530000000000003,1.021,4.098,2014-06-17 00:00:00+10:00
2014-06-17,6764.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.1,-39.234,10.211,207.27700000000002,4.038,-1.734,4.186,2014-06-17 00:00:00+10:00
2014-06-17,6765.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.2,-27.85,10.437000000000001,211.35299999999998,4.127,7.622999999999999,4.2780000000000005,2014-06-17 00:00:00+10:00
2014-06-17,6766.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.3,-25.709,10.539000000000001,235.155,4.167,4.312,4.32,2014-06-17 00:00:00+10:00
2014-06-17,6767.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.4,-28.897,10.659,218.635,4.2139999999999995,0.18100000000000002,4.369,2014-06-17 00:00:00+10:00
2014-06-17,6768.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.5,-42.231,10.077,275.858,3.984,0.377,4.131,2014-06-17 00:00:00+10:00
2014-06-17,6769.0,2014,Jun,Autumn,Chris,Elevated,5,3,5.6,-36.129,10.572000000000001,185.21900000000002,4.18,6.357,4.333,2014-06-17 00:00:00+10:00
2014-06-17,6770.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.1,-34.233000000000004,10.554,254.78099999999998,4.173,7.562,4.3260000000000005,2014-06-17 00:00:00+10:00
2014-06-17,6771.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.2,-22.53,10.324000000000002,320.159,4.082,25.142,4.232,2014-06-17 00:00:00+10:00
2014-06-17,6772.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.3,-42.371,10.163,248.40900000000002,4.018,-0.625,4.166,2014-06-17 00:00:00+10:00
2014-06-17,6773.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.4,-19.132,10.755,262.166,4.252,10.355,4.408,2014-06-17 00:00:00+10:00
2014-06-17,6774.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.5,-27.728,10.950999999999999,275.279,4.33,11.272,4.489,2014-06-17 00:00:00+10:00
2014-06-17,6775.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.6,-8.79,10.302,278.161,4.073,12.699000000000002,4.223,2014-06-17 00:00:00+10:00
2014-06-17,6776.0,2014,Jun,Autumn,Loic,Ambient,6,3,6.7,-25.797333333333338,35.544000000000004,273.15916666666664,14.054,11.0675,14.57,2014-06-17 00:00:00+10:00
2014-07-07,8165.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.0,19.174,10.663,60.266000000000005,4.216,29.343000000000004,4.371,2014-07-07 00:00:00+10:00
2014-07-07,8166.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.1,-27.544,10.265999999999998,24.434,4.059,-8.71,4.208,2014-07-07 00:00:00+10:00
2014-07-07,8167.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.2,-23.503,9.996,31.344,3.952,5.273,4.0969999999999995,2014-07-07 00:00:00+10:00
2014-07-07,8168.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.4,-15.34,10.52,55.924,4.16,5.322,4.312,2014-07-07 00:00:00+10:00
2014-07-07,8169.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.5,-23.029,10.675999999999998,33.971,4.221,5.231,4.376,2014-07-07 00:00:00+10:00
2014-07-07,8170.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.6,-13.116,11.264000000000001,44.972,4.454,4.6930000000000005,4.617,2014-07-07 00:00:00+10:00
2014-07-07,8171.0,2014,Jul,Winter,Jasmine,Elevated,1,1,1.7,-4.23,10.505,34.852,4.154,23.76,4.306,2014-07-07 00:00:00+10:00
2014-07-07,8172.0,2014,Jul,Winter,Chris,Ambient,2,1,2.0,-3.234,10.782,32.791,4.263,11.527000000000001,4.42,2014-07-07 00:00:00+10:00
2014-07-07,8173.0,2014,Jul,Winter,Chris,Ambient,2,1,2.1,-11.773,10.607000000000001,37.793,4.194,-8.677999999999999,4.348,2014-07-07 00:00:00+10:00
2014-07-07,8174.0,2014,Jul,Winter,Chris,Ambient,2,1,2.2,-15.110999999999999,9.779,26.519000000000002,3.867,-22.73,4.0089999999999995,2014-07-07 00:00:00+10:00
2014-07-07,8175.0,2014,Jul,Winter,Chris,Ambient,2,1,2.3,-16.916,10.876,27.366999999999997,4.301,5.813,4.458,2014-07-07 00:00:00+10:00
2014-07-07,8176.0,2014,Jul,Winter,Chris,Ambient,2,1,2.5,-18.398,10.865,23.236,4.296,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8177.0,2014,Jul,Winter,Chris,Ambient,2,1,2.6,-24.375,10.852,26.003,4.291,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8178.0,2014,Jul,Winter,Chris,Ambient,2,1,2.7,-17.514,10.618,45.803999999999995,4.198,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8179.0,2014,Jul,Winter,Chris,Ambient,3,2,3.0,-42.333999999999996,10.161,35.010999999999996,4.018,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8180.0,2014,Jul,Winter,Chris,Ambient,3,2,3.1,-32.314,10.002,33.732,3.955,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8181.0,2014,Jul,Winter,Chris,Ambient,3,2,3.2,-18.823,10.547,35.086999999999996,4.17,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8182.0,2014,Jul,Winter,Chris,Ambient,3,2,3.4,-34.351,10.434000000000001,36.416,4.126,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8183.0,2014,Jul,Winter,Chris,Ambient,3,2,3.5,-37.509,10.3,26.994,4.073,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8184.0,2014,Jul,Winter,Chris,Ambient,3,2,3.6,-40.931999999999995,10.302,35.175,4.073,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8185.0,2014,Jul,Winter,Chris,Ambient,3,2,3.7,-51.11,10.005,28.824,3.9560000000000004,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8186.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.0,-16.962,10.719000000000001,45.292,4.238,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8187.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.1,-37.982,11.0,43.153999999999996,4.349,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8188.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.3,-33.232,9.942,36.744,3.931,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8189.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.4,-14.309000000000001,10.575,42.266999999999996,4.181,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8190.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.5,-34.33,10.53,48.104,4.163,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8191.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.6,-80.572,38.247,44.301,4.382,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8192.0,2014,Jul,Winter,Jasmine,Elevated,4,2,4.7,-27.265,9.896,23.872,3.9130000000000003,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8193.0,2014,Jul,Winter,Yui,Elevated,5,3,5.0,-44.023999999999994,9.816,55.809,3.8810000000000002,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8194.0,2014,Jul,Winter,Yui,Elevated,5,3,5.1,-38.669000000000004,10.025,4.015,3.964,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8195.0,2014,Jul,Winter,Yui,Elevated,5,3,5.2,-40.768,10.253,26.493000000000002,4.053999999999999,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8196.0,2014,Jul,Winter,Yui,Elevated,5,3,5.3,-26.26,10.359000000000002,41.818999999999996,4.096,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8197.0,2014,Jul,Winter,Yui,Elevated,5,3,5.4,-21.066999999999997,10.425999999999998,34.634,4.122,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8198.0,2014,Jul,Winter,Yui,Elevated,5,3,5.5,-32.389,9.912,31.609,3.9189999999999996,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8199.0,2014,Jul,Winter,Yui,Elevated,5,3,5.6,nan,nan,nan,nan,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8200.0,2014,Jul,Winter,Yui,Ambient,6,3,6.1,nan,nan,nan,nan,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8201.0,2014,Jul,Winter,Yui,Ambient,6,3,6.2,-11.798,10.333,60.93600000000001,4.086,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8202.0,2014,Jul,Winter,Yui,Ambient,6,3,6.3,-33.384,9.986,39.554,3.949,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8203.0,2014,Jul,Winter,Yui,Ambient,6,3,6.4,-23.803,10.729000000000001,36.495,4.242,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8204.0,2014,Jul,Winter,Yui,Ambient,6,3,6.5,-32.251999999999995,10.925,44.894,4.32,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8205.0,2014,Jul,Winter,Yui,Ambient,6,3,6.6,-19.202,10.241,47.318000000000005,4.0489999999999995,nan,nan,2014-07-07 00:00:00+10:00
2014-07-07,8206.0,2014,Jul,Winter,Yui,Ambient,6,3,6.7,nan,nan,nan,nan,nan,nan,2014-07-07 00:00:00+10:00
2014-09-05,6308.0,2014,May,Autumn,Loic,Elevated,1,1,1.0,-12.414000000000001,10.462,40.122,4.137,1.013,4.289,2014-09-05 00:00:00+10:00
2014-09-05,6309.0,2014,May,Autumn,Loic,Elevated,1,1,1.1,-17.992,10.08,54.082,3.986,-1.984,4.132,2014-09-05 00:00:00+10:00
2014-09-05,6310.0,2014,May,Autumn,Loic,Elevated,1,1,1.2,-19.929000000000002,9.806000000000001,74.487,3.877,0.56,4.02,2014-09-05 00:00:00+10:00
2014-09-05,6311.0,2014,May,Autumn,Loic,Elevated,1,1,1.4,-21.558000000000003,10.402999999999999,48.138999999999996,4.113,1.83,4.263999999999999,2014-09-05 00:00:00+10:00
2014-09-05,6312.0,2014,May,Autumn,Loic,Elevated,1,1,1.5,-31.361,10.495999999999999,55.931999999999995,4.15,-7.497999999999999,4.302,2014-09-05 00:00:00+10:00
2014-09-05,6313.0,2014,May,Autumn,Loic,Elevated,1,1,1.6,-25.416,11.025,70.312,4.359,5.199,4.519,2014-09-05 00:00:00+10:00
2014-09-05,6314.0,2014,May,Autumn,Loic,Elevated,1,1,1.7,-25.67,10.24,53.068000000000005,4.0489999999999995,-5.19,4.197,2014-09-05 00:00:00+10:00
2014-09-05,6315.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.0,-23.36,10.529000000000002,47.626999999999995,4.163,3.4189999999999996,4.316,2014-09-05 00:00:00+10:00
2014-09-05,6316.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.1,-6.263,10.408,81.28399999999999,4.115,5.008,4.266,2014-09-05 00:00:00+10:00
2014-09-05,6317.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.2,-10.267999999999999,9.591000000000001,50.968999999999994,3.792,1.47,3.931,2014-09-05 00:00:00+10:00
2014-09-05,6318.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.3,-26.162,10.6,46.018,4.191,-2.548,4.345,2014-09-05 00:00:00+10:00
2014-09-05,6319.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.5,-30.816,10.65,34.869,4.211,-0.265,4.365,2014-09-05 00:00:00+10:00
2014-09-05,6320.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.6,-12.312999999999999,10.639000000000001,42.361000000000004,4.207,4.623,4.361000000000001,2014-09-05 00:00:00+10:00
2014-09-05,6321.0,2014,May,Autumn,Jasmine,Ambient,2,1,2.7,-14.63,10.501,79.868,4.152,2.707,4.305,2014-09-05 00:00:00+10:00
2014-09-05,6322.0,2014,May,Autumn,Loic,Ambient,3,2,3.0,-37.001999999999995,10.163,71.604,4.018,4.209,4.166,2014-09-05 00:00:00+10:00
2014-09-05,6323.0,2014,May,Autumn,Loic,Ambient,3,2,3.1,-88.831,34.466,56.138000000000005,3.948,-3.85,4.093,2014-09-05 00:00:00+10:00
2014-09-05,6324.0,2014,May,Autumn,Loic,Ambient,3,2,3.2,-40.874,10.515,51.248000000000005,4.158,-2.099,4.31,2014-09-05 00:00:00+10:00
2014-09-05,6325.0,2014,May,Autumn,Loic,Ambient,3,2,3.4,-32.078,10.380999999999998,84.681,4.104,2.042,4.255,2014-09-05 00:00:00+10:00
2014-09-05,6326.0,2014,May,Autumn,Loic,Ambient,3,2,3.5,-25.195999999999998,10.325,60.336999999999996,4.083,4.211,4.232,2014-09-05 00:00:00+10:00
2014-09-05,6327.0,2014,May,Autumn,Loic,Ambient,3,2,3.6,-39.014,10.196,69.075,4.031000000000001,2.259,4.178999999999999,2014-09-05 00:00:00+10:00
2014-09-05,6328.0,2014,May,Autumn,Loic,Ambient,3,2,3.7,-40.586,10.019,46.114,3.9619999999999997,-1.9969999999999999,4.107,2014-09-05 00:00:00+10:00
2014-09-05,6329.0,2014,May,Autumn,Loic,Elevated,4,2,4.0,-11.834000000000001,10.58,91.912,4.184,11.713,4.337,2014-09-05 00:00:00+10:00
2014-09-05,6330.0,2014,May,Autumn,Loic,Elevated,4,2,4.1,-32.863,10.882,108.28299999999999,4.303,0.8440000000000001,4.461,2014-09-05 00:00:00+10:00
2014-09-05,6331.0,2014,May,Autumn,Loic,Elevated,4,2,4.3,-24.293000000000003,9.85,65.516,3.895,8.291,4.037,2014-09-05 00:00:00+10:00
2014-09-05,6332.0,2014,May,Autumn,Loic,Elevated,4,2,4.4,-21.197,10.413,80.539,4.117,4.354,4.268,2014-09-05 00:00:00+10:00
2014-09-05,6333.0,2014,May,Autumn,Loic,Elevated,4,2,4.5,-35.203,10.4,58.483999999999995,4.112,2.02,4.263,2014-09-05 00:00:00+10:00
2014-09-05,6334.0,2014,May,Autumn,Loic,Elevated,4,2,4.6,-23.879,10.927,96.977,4.321000000000001,-1.003,4.479,2014-09-05 00:00:00+10:00
2014-09-05,6335.0,2014,May,Autumn,Loic,Elevated,4,2,4.7,-15.548,9.786,79.78699999999999,3.87,3.3160000000000003,4.012,2014-09-05 00:00:00+10:00
2014-09-05,6336.0,2014,May,Autumn,Jasmine,Elevated,5,3,5.0,-38.156,9.913,60.027,3.92,5.04,4.063,2014-09-05 00:00:00+10:00
